21;naval_base;2872.00;9.50;1389.00;0.46;5505
22;naval_base;2872.00;9.50;1389.00;0.46;5505
38;naval_base;2872.00;9.50;1389.00;0.46;5505
44;naval_base;2872.00;9.50;1389.00;0.46;5505
64;naval_base;2872.00;9.50;1389.00;0.46;5505
65;naval_base;2872.00;9.50;1389.00;0.46;5505
66;naval_base;2872.00;9.50;1389.00;0.46;5505
83;naval_base;2872.00;9.50;1389.00;0.46;5505
86;naval_base;2872.00;9.50;1389.00;0.46;5505
91;naval_base;2872.00;9.50;1389.00;0.46;5505
94;naval_base;2872.00;9.50;1389.00;0.46;5505
98;naval_base;2872.00;9.50;1389.00;0.46;5505
105;naval_base;2872.00;9.50;1389.00;0.46;5505
107;naval_base;2872.00;9.50;1389.00;0.46;5505
116;naval_base;2872.00;9.50;1389.00;0.46;5505
122;naval_base;2872.00;9.50;1389.00;0.46;5505
131;naval_base;2872.00;9.50;1389.00;0.46;5505
137;naval_base;2872.00;9.50;1389.00;0.46;5505
158;naval_base;2872.00;9.50;1389.00;0.46;5505
161;naval_base;2872.00;9.50;1389.00;0.46;5505
169;naval_base;2872.00;9.50;1389.00;0.46;5505
182;naval_base;2872.00;9.50;1389.00;0.46;5505
185;naval_base;2872.00;9.50;1389.00;0.46;5505
188;naval_base;2872.00;9.50;1389.00;0.46;5505
192;naval_base;2872.00;9.50;1389.00;0.46;5505
195;naval_base;2872.00;9.50;1389.00;0.46;5505
198;naval_base;2872.00;9.50;1389.00;0.46;5505
199;naval_base;2872.00;9.50;1389.00;0.46;5505
200;naval_base;2872.00;9.50;1389.00;0.46;5505
204;naval_base;2872.00;9.50;1389.00;0.46;5505
205;naval_base;2872.00;9.50;1389.00;0.46;5505
211;naval_base;2872.00;9.50;1389.00;0.46;5505
241;naval_base;2872.00;9.50;1389.00;0.46;5505
276;naval_base;2872.00;9.50;1389.00;0.46;5505
284;naval_base;2872.00;9.50;1389.00;0.46;5505
285;naval_base;2872.00;9.50;1389.00;0.46;5505
307;naval_base;2872.00;9.50;1389.00;0.46;5505
316;naval_base;2872.00;9.50;1389.00;0.46;5505
321;naval_base;2872.00;9.50;1389.00;0.46;5505
348;naval_base;2872.00;9.50;1389.00;0.46;5505
